$DOS,AIRDOS04C,2.0.0-0-User,0,a3e25b543d4de5dc3d0544625b6109b33db2b44b,User,0112310834100851f50ba080a08002b6
$DIG,BATDATUNIT01B,1470c00806c200949c49a000a00d009c,7844
$ADC,USTSIPIN03A,0950710874100851f80aa0c0a08000b6,ffff
$E,71937,46
$E,71939,14
$E,71952,48
$E,71958,6
$E,71959,51
$E,71963,24
$E,71981,41
$E,71994,24
$E,72011,33
$E,72019,40
$E,72028,21
$E,72030,8
$E,72061,12
$E,72075,12
$E,72079,15
$E,72100,40
$E,72125,12
$E,72127,12
$E,72129,7
$E,72134,26
$E,72135,18
$E,72150,16
$E,72151,51
$E,72156,12
$E,72176,39
$E,72180,15
$E,72182,19
$E,72195,51
$E,72251,24
$E,72252,15
$E,72262,9
$E,72265,8
$E,72273,39
$E,72277,27
$E,72278,60
$E,72308,28
$E,72318,12
$E,72344,7
$E,72370,17
$E,72384,6
$E,72411,7
$E,72423,30
$E,72436,30
$E,72448,30
$E,72475,22
$E,72490,49
$E,72512,11
$E,72519,14
$E,72568,50
$E,72569,7
$E,72575,15
$E,72592,31
$E,72602,19
$E,72622,19
$E,72625,23
$E,72644,22
$E,72700,35
$E,72703,14
$E,72715,6
$E,72736,12
$E,72744,35
$E,72754,20
$E,72764,16
$E,72768,7
$E,72785,8
$E,72811,46
$E,72816,17
$E,72849,14
$E,72874,35
$E,72920,17
$E,72938,15
$E,72962,12
$E,72968,31
$E,72972,60
$E,72979,28
$E,73019,15
$E,73028,12
$E,73059,44
$E,73070,28
$E,73095,24
$E,73097,9
$E,73179,19
$E,73182,19
$E,73195,17
$E,73197,7
$E,73199,14
$E,73200,6
$E,73244,24
$E,73258,17
$E,73260,11
$E,73265,27
$E,73278,36
$STOP,32,35112209.75,50463,845,16420,49,7,53
$START,33,53979
$E,9,24
$E,39,36
$E,73,15
$E,74,40
$E,78,12
$E,78,28
$E,80,29
$E,95,79
$E,104,19
$E,109,25
$E,118,15
$E,124,20
$E,129,43
$E,136,7
$E,143,12
$E,148,36
$E,172,20
$E,189,25
$E,204,29
$E,229,11
$E,243,7
$E,248,12
$E,254,23
$E,286,22
$E,294,7
$E,331,22
$E,332,11
$E,347,32
$E,363,32
$E,370,48
$E,386,9
$E,387,15
$E,395,30
$E,418,15
$E,444,7
$E,472,11
$E,505,13
$E,513,7
$E,524,19
$E,547,12
$E,551,5
$E,576,12
$E,597,11
$E,598,27
$E,618,24
$E,662,30
$E,670,19
$E,674,12
$E,678,12
$E,679,13
$E,694,12
$E,747,32
$E,748,54
$E,756,31
$E,779,48
$E,784,15
$E,789,31
$E,794,14
$E,797,24
$E,823,48
$E,838,15
$E,865,33
$E,902,40
$E,933,30
$E,955,7
$E,1017,14
$E,1029,24
$E,1032,11
$E,1046,24
$E,1055,32
$E,1066,51
$E,1083,14
$E,1101,15
$E,1120,20
$E,1155,60
$E,1156,8
$E,1194,39
$E,1200,7
$E,1206,9
$E,1219,15
$E,1274,11
$E,1284,31
$E,1284,19
$E,1289,48
$E,1301,16
$E,1305,35
$E,1308,28
$E,1313,71
$E,1322,7
$E,1328,23
$E,1385,29
$E,1399,38
$E,1404,24
$E,1431,23
$E,1464,39
$E,1503,15
$E,1523,19
$E,1567,23
$E,1586,44
$E,1587,23
$E,1602,12
$E,1631,12
$E,1668,24
$E,1675,19
$E,1695,19
$E,1703,44
$E,1723,24
$E,1753,48
$E,1756,14
$E,1772,12
$E,1786,16
$E,1795,14
$E,1799,6
$E,1818,19
$E,1821,31
$E,1834,28
$E,1855,35
$E,1891,72
$E,1905,23
$E,1930,31
$E,1932,16
$E,1936,40
$E,1946,7
$E,1950,6
$E,1960,19
$E,1961,5
$E,1963,7
$E,1983,17
$E,1993,7
$E,1999,12
$E,2001,56
$E,2006,4
$E,2009,30
$E,2029,28
$E,2088,11
$E,2090,24
$E,2095,5
$E,2104,71
$E,2115,12
$E,2123,40
$E,2175,10
$E,2199,16
$E,2217,7
$E,2237,20
$E,2240,30
$E,2246,15
$E,2259,7
$E,2271,15
$E,2315,14
$E,2329,20
$E,2343,19
$E,2346,28
$E,2349,7
$E,2351,18
$E,2362,7
$E,2371,8
$E,2379,35
$E,2429,17
$E,2437,48
$E,2449,4
$E,2469,20
$E,2470,6
$E,2493,15
$E,2497,46
$E,2504,27
$E,2526,18
$E,2535,15
$E,2537,7
$E,2583,7
$E,2590,8
$E,2610,56
$E,2629,22
$E,2630,8
$E,2635,15
$E,2650,56
$E,2659,35
$E,2716,15
$E,2719,19
$E,2728,55
$E,2732,24
$E,2744,22
$E,2751,24
$E,2777,6
$E,2779,6
$E,2806,12
$E,2815,48
$E,2823,12
$E,2856,7
$E,2857,35
$E,2897,33
$E,2900,40
$E,2904,20
$E,2905,14
$E,3023,22
$E,3054,12
$E,3070,24
$E,3113,31
$E,3128,31
$E,3136,12
$E,3147,7
$E,3169,7
$E,3198,7
$E,3233,6
$E,3246,15
$E,3299,24
$E,3310,38
$E,3314,12
$E,3328,7
$E,3373,18
$E,3379,31
$E,3448,4
$E,3505,24
$E,3508,24
$E,3518,45
$E,3540,6
$E,3544,24
$E,3545,19
$E,3557,28
$E,3564,35
$E,3578,12
$E,3595,4
$E,3615,51
$E,3651,44
$E,3716,12
$E,3804,28
$E,3813,28
$E,3820,11
$E,3821,15
$E,3868,39
$E,3885,46
$E,3889,7
$E,3922,15
$E,3938,48
$E,4903,6
$E,11194,7
$E,34466,419
$E,72096,312
$E,75804,49
$STOP,33,35112221.60,7465,238,17660,22,3,21
$START,34,10109
$E,45427,54
$E,46158,35
$E,47758,35
$E,48276,119
$E,48286,16
$E,48776,163
$E,48786,19
$E,48786,22
$E,49353,161
$E,49360,28
$E,49362,65
$E,49363,136
$E,49373,24
$E,49373,30
$E,49933,135
$E,49943,15
$E,49943,7
$E,50408,120
$E,50414,24
$E,50429,112
$E,50439,7
$E,50439,8
$E,50954,126
$E,50964,12
$E,50985,110
$E,51006,112
$E,51025,112
$E,51028,7
$E,51052,108
$E,51055,8
$E,51055,7
$E,51753,129
$E,51763,14
$E,51764,11
$E,52254,112
$E,52260,12
$E,52267,107
$E,52277,12
$E,71696,79
$STOP,34,35112232.76,23197,39,17609,16,0,6
$START,35,23973
$E,13609,127
$E,35776,12
$E,35784,14
$E,35786,32
$E,35791,14
$E,35794,14
$E,35796,14
$E,35799,35
$E,35804,6
$E,35807,31
$E,35808,80
$E,35811,88
$E,35813,46
$E,35813,29
$E,35816,16
$E,35817,40
$E,35828,48
$E,35833,10
$E,35841,14
$E,35842,21
$E,35843,16
$E,35845,6
$E,35848,59
$E,35851,4
$E,35853,79
$E,35857,16
$E,35859,25
$E,35861,27
$E,35862,15
$E,35862,7
$E,35864,63
$E,35870,28
$E,35872,30
$E,35878,64
$E,35883,8
$E,35886,9
$E,35894,35
$E,35901,86
$E,35907,19
$E,35908,16
$E,35908,14
$E,35912,7
$E,35914,51
$E,35919,63
$E,35921,57
$E,35921,12
$E,35925,11
$E,35932,19
$E,35936,12
$E,35938,35
$E,35939,48
$E,35941,24
$E,35943,15
$E,35944,15
$E,35946,12
$E,35948,33
$E,35949,7
$E,35952,30
$E,35957,15
$E,35963,44
$E,35967,21
$E,35967,7
$E,35974,35
$E,35975,14
$E,35977,24
$E,35978,16
$E,35980,6
$E,35981,7
$E,35981,19
$E,35990,15
$E,35991,7
$E,35992,15
$E,35992,31
$E,35995,51
$E,35999,47
$E,36003,7
$E,36006,6
$E,36008,28
$E,36013,7
$E,36015,15
$E,36017,38
$E,36018,92
$E,36022,38
$E,36024,75
$E,36026,24
$E,36034,79
$E,36041,24
$E,36050,13
$E,36053,30
$E,36055,7
$E,36057,7
$E,36066,27
$E,36066,32
$E,36067,12
$E,36068,48
$E,36071,16
$E,36075,7
$E,36080,46
$E,36083,31
$E,36085,19
$E,36088,7
$E,36092,7
$E,36096,44
$E,36098,24
$E,36104,48
$E,36106,7
$E,36110,48
$E,36112,14
$E,36115,48
$E,36117,14
$E,36121,22
$E,36122,15
$E,36125,31
$E,36127,39
$E,36132,28
$E,36134,22
$E,36134,23
$E,36136,54
$E,36140,44
$E,36146,19
$E,36147,7
$E,36152,19
$E,36160,7
$E,36166,31
$E,36167,48
$E,36170,35
$E,36171,49
$E,36175,19
$E,36179,17
$E,36183,6
$E,36184,23
$E,36184,5
$E,36188,15
$E,36189,56
$E,36195,44
$E,36196,24
$E,36199,24
$E,36203,14
$E,36206,24
$E,36206,22
$E,36206,7
$E,36214,30
$E,36215,23
$E,36217,28
$E,36222,23
$E,36226,19
$E,36231,28
$E,36231,30
$E,36235,35
$E,36238,31
$E,36241,7
$E,36241,7
$E,36255,31
$E,36256,47
$E,36261,30
$E,36262,36
$E,36264,15
$E,36267,24
$E,36274,34
$E,36277,7
$E,36281,24
$E,36283,39
$E,36284,11
$E,36288,49
$E,36293,63
$E,36297,26
$E,36300,63
$E,36302,18
$E,36305,46
$E,36309,12
$E,36312,31
$E,36312,35
$E,36315,48
$E,36327,6
$E,36328,22
$E,36331,63
$E,36331,27
$E,36333,19
$E,36334,6
$E,36342,15
$E,36347,44
$E,36349,33
$E,36353,27
$E,36355,12
$E,36356,12
$E,36357,8
$E,36357,7
$E,36358,28
$E,36361,31
$E,36362,21
$E,36366,38
$E,36369,15
$E,36371,19
$E,36373,48
$E,36375,46
$E,36380,48
$E,36384,8
$E,36386,71
$E,36386,25
$E,36396,41
$E,36398,15
$E,36399,31
$E,36404,31
$E,36405,17
$E,36407,15
$E,36410,15
$E,36414,44
$E,36418,12
$E,36419,12
$E,36422,54
$E,36428,17
$E,36434,39
$E,36438,19
$E,36443,16
$E,36449,19
$E,36450,15
$E,36452,15
$E,36457,40
$E,36458,25
$E,36460,24
$E,36464,16
$E,36466,42
$E,36468,39
$E,36469,15
$E,36472,9
$E,36475,7
$E,36478,19
$E,36483,12
$E,36488,15
$E,36491,15
$E,36494,22
$E,36497,17
$E,36510,35
$E,36518,48
$E,36520,8
$E,36524,9
$E,36527,14
$E,36530,19
$E,36531,48
$E,36532,51
$E,36532,47
$E,36533,65
$E,36537,4
$E,36537,15
$E,36540,28
$E,36541,12
$E,36542,6
$E,36544,14
$E,36548,4
$E,36550,22
$E,36556,15
$E,36556,28
$E,36560,46
$E,36562,20
$E,36563,17
$E,36567,24
$E,36571,24
$E,36575,15
$E,36576,21
$E,36586,48
$E,36592,24
$E,36593,7
$E,36596,6
$E,36602,12
$E,36603,24
$E,36605,17
$E,36607,12
$E,36612,17
$E,36612,24
$E,36616,15
$E,36617,15
$E,36621,7
$E,36622,51
$E,36625,35
$E,36626,23
$E,36633,31
$E,36639,31
$E,36642,76
$E,36642,71
$E,36649,12
$E,36656,46
$E,36659,19
$E,36660,6
$E,36663,31
$E,36670,43
$E,36671,7
$E,36671,17
$E,36675,19
$E,36680,19
$E,36685,15
$E,36686,24
$E,36687,11
$E,36689,62
$E,36691,9
$E,36694,33
$E,36703,39
$E,36705,44
$E,36706,27
$E,36707,12
$STOP,35,35112242.92,47406,1991,13890,77,14,138
$START,36,51210
$E,7983,59
$E,9060,64
$E,13823,16
$E,15727,56
$E,17356,7
$E,41995,188
$E,59597,94
$E,60920,179
$STOP,36,35112254.80,63876,8,17977,12,1,9
$START,37,64313
$E,4962,6
$E,14031,7
$STOP,37,35112264.86,11405,2,17592,7,2,4
$START,38,11786
$E,13463,7
$E,22659,23
$E,45380,16
$E,70325,6
$STOP,38,35112274.92,24428,4,17398,9,1,8
$START,39,24997
$E,37203,4
$E,65129,6
$STOP,39,35112285.0,37624,2,17543,6,2,6
$START,40,38006
$E,4706,6
$E,56380,88
$E,69697,30
$E,70462,7
$STOP,40,35112295.5,50645,4,17561,11,1,9
$START,41,51047
$E,949,6
$E,5426,6
$E,5723,200
$E,17903,6
$E,19303,23
$E,48755,77
$E,54835,412
$E,66173,51
$STOP,41,35112305.10,63719,8,18003,9,0,2
$START,42,64155
$E,28814,359
$E,50174,84
$E,55003,60
$E,62112,7
$E,65914,5
$E,76417,4
$STOP,42,35112315.17,11276,6,18270,8,2,2
$START,43,11695
$E,3993,7
$E,25349,4
$E,40163,6
$E,43844,6
$E,68063,6
$STOP,43,35112325.24,24342,5,18647,10,2,4
$START,44,24785
$E,1465,7
$E,10046,4
$E,42417,57
$STOP,44,35112335.30,37420,3,18551,6,3,12
$START,45,37811
$E,30263,5
$E,43989,6
$E,50681,4
$STOP,45,35112345.35,50446,3,17861,15,2,9
$START,46,50837
$E,10637,7
$E,72137,5
$STOP,46,35112355.41,63465,2,18045,9,1,2
$START,47,63848
$E,38997,67
$E,58643,7
$E,72183,6
$STOP,47,35112365.47,10947,3,17586,11,1,5
$START,48,11340
$E,986,6
$E,5662,63
$E,6086,60
$E,24998,127
$E,32686,12
$E,33373,7
$E,35943,6
$E,50931,4
$E,54915,4
$STOP,48,35112375.52,24017,9,17452,7,0,4
$START,49,25367
$E,36703,35
$E,46354,39
$E,54291,7
$E,63787,6
$E,63943,28
$E,64123,63
$E,64132,7
$E,64146,112
$E,64147,7
$E,64197,71
$E,64209,15
$E,64213,63
$E,64217,6
$E,64218,6
$E,64232,6
$E,64239,6
$E,64357,50
$E,64412,157
$E,64420,27
$E,64421,11
$E,64521,440
$E,64523,7
$E,64524,31
$E,64524,46
$E,64524,8
$E,64525,63
$E,64526,71
$E,64526,60
$E,64527,49
$E,64527,67
$E,64528,15
$E,64529,14
$E,64530,40
$E,64531,12
$E,64545,68
$E,64545,15
$E,64549,139
$E,64550,12
$E,64551,12
$E,64552,22
$E,64553,35
$E,64670,191
$E,64672,19
$E,64673,14
$E,64673,5
$E,64674,13
$E,64674,7
$E,64675,6
$E,64724,248
$E,64730,6
$E,64733,52
$E,64734,19
$E,64803,6
$E,64803,31
$E,64804,7
$E,64805,8
$E,64809,9
$E,64811,6
$E,64817,24
$E,64818,328
$E,64824,9
$E,64824,6
$E,64828,14
$E,64832,24
$E,64834,107
$E,64835,31
$E,64835,46
$E,64835,12
$E,64836,10
$E,64836,6
$E,64839,15
$E,64842,10
$E,64843,23
$E,64844,7
$E,64847,15
$E,64848,17
$E,64849,12
$E,64850,6
$E,64850,56
$E,64852,39
$E,64853,31
$E,64854,31
$E,64856,8
$E,64857,33
$E,64857,332
$E,64865,88
$E,64866,16
$E,64873,216
$E,64873,262
$E,64874,6
$E,64875,49
$E,64876,46
$E,64877,30
$E,64878,44
$E,64878,71
$E,64879,143
$E,64879,39
$E,64880,119
$E,64880,38
$E,64881,64
$E,64882,4
$E,64883,79
$E,64884,24
$E,64885,60
$E,64886,40
$E,64887,127
$E,64887,15
$E,64887,28
$E,64887,62
$E,64888,71
$E,64889,81
$E,64890,12
$E,64891,14
$E,64896,39
$E,64897,9
$E,64900,14
$E,64903,15
$E,64904,227
$E,64904,38
$E,64905,23
$E,64906,24
$E,64907,89
$E,64908,115
$E,64909,40
$E,64909,76
$E,64909,103
$E,64909,30
$E,64910,79
$E,64910,99
$E,64911,27
$E,64911,120
$E,64912,41
$E,64913,71
$E,64913,35
$E,64920,368
$E,64928,391
$E,64929,56
$E,64930,46
$E,64931,53
$E,64932,24
$E,64934,62
$E,64935,99
$E,64935,64
$E,64936,55
$E,64936,75
$E,64937,15
$E,64939,8
$E,64940,31
$E,64942,28
$E,64951,147
$E,64951,31
$E,64952,8
$E,64954,6
$E,64955,15
$E,64956,15
$E,64956,26
$E,64958,19
$E,64960,24
$E,64990,285
$E,64993,92
$E,64994,17
$E,64994,87
$E,64995,63
$E,64995,46
$E,64996,67
$E,64996,19
$E,64997,79
$E,64998,44
$E,64999,44
$E,64999,51
$E,65000,33
$E,65000,8
$E,65002,7
$E,65003,5
$E,65003,24
$E,65005,22
$E,65053,439
$E,65053,54
$E,65054,14
$E,65055,31
$E,65055,12
$E,65056,71
$E,65057,71
$E,65057,24
$E,65058,48
$E,65058,7
$E,65058,39
$E,65059,25
$E,65059,28
$E,65060,12
$E,65061,4
$E,65061,8
$E,65115,338
$E,65117,37
$E,65118,15
$E,65119,28
$E,65120,46
$E,65120,21
$E,65120,49
$E,65121,16
$E,65121,36
$E,65121,36
$E,65122,24
$E,65124,22
$E,65124,7
$E,65154,40
$E,65156,6
$E,65170,39
$E,65170,12
$E,65174,140
$E,65175,6
$E,65176,9
$E,65177,12
$E,65177,7
$E,65178,26
$E,65179,11
$E,65358,15
$E,65396,126
$E,65467,240
$E,65467,61
$E,65469,22
$E,65469,5
$E,65470,38
$E,65471,20
$E,65471,8
$E,65472,35
$E,65472,31
$E,65473,8
$E,65475,7
$E,65482,15
$E,65486,96
$E,65488,14
$E,65489,12
$E,65490,9
$E,65491,11
$E,65607,94
$E,65612,12
$E,65724,9
$E,65795,30
$E,65799,83
$E,65801,7
$E,65803,9
$E,65804,7
$E,66076,25
$E,66080,304
$E,66082,12
$E,66082,48
$E,66083,23
$E,66084,321
$E,66084,87
$E,66084,57
$E,66085,33
$E,66085,17
$E,66085,28
$E,66086,46
$E,66086,28
$E,66087,47
$E,66088,39
$E,66089,25
$E,66089,7
$E,66091,7
$E,66095,291
$E,66096,62
$E,66098,48
$E,66098,31
$E,66098,15
$E,66100,71
$E,66100,38
$E,66107,24
$E,66111,111
$E,66113,7
$E,66114,7
$E,66116,17
$E,66116,6
$E,66232,115
$E,66234,12
$E,66236,6
$E,66302,316
$E,66303,32
$E,66305,19
$E,66306,23
$E,66307,35
$E,66307,15
$E,66308,39
$E,66308,14
$E,66308,15
$E,66309,14
$E,66309,17
$E,66310,12
$E,66311,7
$E,66318,7
$E,66356,9
$E,66412,33
$E,66420,4
$E,66424,147
$E,66425,7
$E,66426,7
$E,66427,12
$E,66427,14
$STOP,49,35112385.70,49852,449,17883,29,4,50
$START,50,53383
$E,22,12
$E,56,14
$E,64,15
$E,84,28
$E,103,19
$E,145,25
$E,165,35
$E,182,38
$E,1045,10
$E,1162,24
$E,1232,20
$E,1659,20
$E,1679,24
$E,1698,38
$E,1765,14
$E,1845,15
$E,1931,15
$E,1993,12
$E,2014,28
$E,2049,14
$E,2476,16
$E,2572,12
$E,2702,6
$E,3365,19
$E,4165,23
$E,4224,25
$E,4243,51
$E,4263,56
$E,4305,23
$E,4324,30
$E,4344,44
$E,4431,9
